x,y,z,longitude,latitude,speed,sound,timestamp,type,
0.534836,9.3862,1.34418,87.2922,23.5452,1.34,76.8036,1.5015e+12,smooth road,
0.884384,9.49121,1.30042,87.2922,23.5452,1.34,76.8036,1.5015e+12,smooth road,
0.500687,9.01036,0.548767,87.2922,23.5452,1.34,76.8036,1.5015e+12,smooth road,
0.358322,9.33766,0.926559,87.2922,23.5452,1.34,76.8036,1.5015e+12,smooth road,
0.143219,9.69839,0.39856,87.2922,23.5452,1.34,76.8036,1.5015e+12,smooth road,
0.373703,9.40385,0.683258,87.2922,23.5452,1.34,76.8036,1.5015e+12,smooth road,
0.444016,9.01102,0.738678,87.2922,23.5452,1.34,76.8036,1.5015e+12,smooth road,
1.00647,9.5164,1.58313,87.2922,23.5452,1.34,76.8036,1.5015e+12,smooth road,
0.694427,9.2693,1.2296,87.2922,23.5452,1.34,76.8036,1.5015e+12,smooth road,
0.325317,9.32716,0.629303,87.2922,23.5452,1.34,76.8036,1.5015e+12,smooth road,
-0.0957336,9.25848,0.616974,87.2922,23.5452,1.34,76.8036,1.5015e+12,smooth road,
-0.17157,9.74104,0.667328,87.2922,23.5452,1.34,73.669,1.5015e+12,smooth road,
-0.0525818,9.32016,0.533081,87.2922,23.5452,1.34,73.669,1.5015e+12,smooth road,
0.536423,9.27522,0.638626,87.2922,23.5452,1.34,73.669,1.5015e+12,smooth road,
0.886398,9.59665,1.9536,87.2922,23.5452,0,73.669,1.5015e+12,smooth road,
-0.00698853,9.10634,0.839874,87.2922,23.5452,0,73.669,1.5015e+12,smooth road,
-0.620285,9.96552,0.059845,87.2922,23.5452,0,73.669,1.5015e+12,smooth road,
-0.2883,9.17915,1.32007,87.2922,23.5452,0,73.669,1.5015e+12,smooth road,
-0.342407,9.38443,0.792709,87.2922,23.5452,0,73.669,1.5015e+12,smooth road,
0.677994,9.51314,0.699066,87.2922,23.5452,0,73.669,1.5015e+12,smooth road,
0.491104,9.33401,1.6494,87.2922,23.5452,0,73.669,1.5015e+12,smooth road,
0.124664,9.37476,0.52916,87.2922,23.5452,0,73.669,1.5015e+12,smooth road,
-0.0770569,9.57486,1.22655,87.2922,23.5452,0,73.669,1.5015e+12,smooth road,
-0.422104,9.72881,0.419861,87.2922,23.5452,0,76.7904,1.5015e+12,smooth road,
0.0601501,9.07043,0.98436,87.2922,23.5452,0,76.7904,1.5015e+12,smooth road,
0.36911,9.71629,0.708939,87.2922,23.5452,0,76.7904,1.5015e+12,smooth road,
0.745636,9.10948,2.0602,87.2922,23.5452,0,76.7904,1.5015e+12,smooth road,
-0.32843,9.56303,0.381958,87.2922,23.5452,0,76.7904,1.5015e+12,smooth road,
-0.521744,9.55823,0.36554,87.2922,23.5452,0,76.7904,1.5015e+12,smooth road,
-0.0118713,9.32385,0.517151,87.2922,23.5452,0,76.7904,1.5015e+12,smooth road,
0.85495,9.61926,1.79947,87.2922,23.5452,0,76.7904,1.5015e+12,smooth road,
0.699051,9.39355,1.02963,87.2922,23.5452,0,76.7904,1.5015e+12,smooth road,
-0.273239,9.14677,-0.510208,87.2922,23.5452,0,76.7904,1.5015e+12,smooth road,
