xaxis,yaxis,zaxis,latituse,longitude,speed,sound,timestamp
-0.057113647,8.793777,0.06842041,23.54355292,87.28972622,0,69.3882837324542,1501497760069
-0.15046692,10.39949,-1.9602356,23.54355292,87.28972622,0,69.3882837324542,1501497760105
-0.0899353,10.359055,1.8702698,23.54355292,87.28972622,0,69.3882837324542,1501497760124
-1.2327423,9.396347,-0.22883606,23.54355292,87.28972622,0,69.3882837324542,1501497760145
-0.90065,9.622971,-0.06097412,23.54355393,87.28972882,0,69.3882837324542,1501497760162
-2.1857605,8.985291,0.90356445,23.54355393,87.28972882,0,69.3882837324542,1501497760181
-0.14048767,9.0867,-1.0203247,23.54355393,87.28972882,0,70.8576806083432,1501497760206
-0.31808472,9.376923,0.5774231,23.54355393,87.28972882,0,70.8576806083432,1501497760229
0.07626343,9.011032,0.024276733,23.54355393,87.28972882,0,70.8576806083432,1501497760242
0.26042175,9.662003,-0.89663696,23.54355393,87.28972882,0,70.8576806083432,1501497760257
0.48262024,10.589691,0.84506226,23.54355393,87.28972882,0,70.8576806083432,1501497760277
-0.8506317,9.62532,1.6410522,23.54355393,87.28972882,0,70.8576806083432,1501497760301
-0.19641113,9.7729645,-1.3288879,23.54355393,87.28972882,0,70.8576806083432,1501497760317
-2.3090668,9.021027,1.9199677,23.54355393,87.28972882,0,70.8576806083432,1501497760337
-0.13131714,8.785919,-1.8699493,23.54355393,87.28972882,0,70.8576806083432,1501497760353
-0.7806244,9.317596,1.74469,23.54355393,87.28972882,0,70.8576806083432,1501497760374
-0.58787537,9.641495,-1.010788,23.54355393,87.28972882,0,70.8576806083432,1501497760397
0.57011414,8.865326,1.5367584,23.54355393,87.28972882,0,70.8576806083432,1501497760429
0.25665283,10.457611,-2.2324066,23.54355393,87.28972882,0,70.8576806083432,1501497760451
0.44410706,10.18338,2.2138977,23.54355393,87.28972882,0,70.8576806083432,1501497760463
-0.8006134,9.15921,0.13537598,23.54355393,87.28972882,0,70.8576806083432,1501497760488
-0.35372925,9.6020355,-1.1860352,23.54355393,87.28972882,0,70.8576806083432,1501497760521
-1.6968994,8.928436,0.806839,23.54355393,87.28972882,0,70.8576806083432,1501497760523
