xaxis,yaxis,zaxis,latituse,longitude,speed,sound,timestamp
0.019058228,9.177765,-1.0115356,23.55536587,87.29103423,0,75.9741633840274,1501499392108
0.09194946,9.724442,0.8596039,23.55536587,87.29103423,0,75.9741633840274,1501499392119
-1.0168762,9.652573,0.49050903,23.55536587,87.29103423,0,75.9741633840274,1501499392134
0.74716187,9.109329,0.14057922,23.55536632,87.29103262,0,75.9741633840274,1501499392151
-0.81015015,9.525711,-0.20977783,23.55536632,87.29103262,0,75.9741633840274,1501499392169
-0.3080902,9.649643,0.97683716,23.55536632,87.29103262,0,75.9741633840274,1501499392188
0.4459839,9.477829,-0.6660919,23.55536632,87.29103262,0,75.9741633840274,1501499392209
-1.2742462,9.362946,0.055603027,23.55536632,87.29103262,0,75.9741633840274,1501499392245
0.55358887,9.139282,0.8318176,23.55536632,87.29103262,0,75.9741633840274,1501499392266
-0.24842834,9.610123,-1.0200043,23.55536632,87.29103262,0,75.9741633840274,1501499392292
-0.23744202,9.839432,1.284256,23.55536632,87.29103262,0,70.504171911196,1501499392309
-0.009597778,9.474808,-0.062423706,23.55536632,87.29103262,0,70.504171911196,1501499392325
0.060653687,9.043335,0.13783264,23.55536632,87.29103262,0,70.504171911196,1501499392342
-0.33184814,9.239334,1.3036804,23.55536632,87.29103262,0,70.504171911196,1501499392369
0.0010528564,9.481003,-1.2368622,23.55536632,87.29103262,0,70.504171911196,1501499392393
0.08520508,9.887451,-0.37405396,23.55536632,87.29103262,0,70.504171911196,1501499392402
-0.5946808,9.595291,1.5036469,23.55536632,87.29103262,0,70.504171911196,1501499392416
0.6262512,8.959122,0.1966095,23.55536632,87.29103262,0,70.504171911196,1501499392434
-0.36846924,9.589447,0.017044067,23.55536632,87.29103262,0,70.504171911196,1501499392457
-0.104263306,9.826096,0.13439941,23.55536632,87.29103262,0,70.504171911196,1501499392471
0.17134094,9.415298,-0.14253235,23.55536632,87.29103262,0,70.504171911196,1501499392490
-0.5154724,9.00412,0.47427368,23.55536632,87.29103262,0,70.504171911196,1501499392509
0.18955994,9.105179,0.99150085,23.55536632,87.29103262,0,70.504171911196,1501499392538
-0.19868469,9.84259,-2.3144073,23.55536632,87.29103262,0,70.504171911196,1501499392565
-0.018341064,10.083084,1.566742,23.55536632,87.29103262,0,70.504171911196,1501499392590
-0.37191772,9.280212,0.7203827,23.55536632,87.29103262,0,70.504171911196,1501499392613
0.06863403,8.970062,0.062347412,23.55536632,87.29103262,0,70.504171911196,1501499392623
-0.34594727,9.576004,0.25987244,23.55536632,87.29103262,0,70.504171911196,1501499392644
-0.23796082,9.654205,-0.15794373,23.55536632,87.29103262,0,70.504171911196,1501499392662
0.1281128,9.544281,-0.03845215,23.55536632,87.29103262,0,70.504171911196,1501499392683
-0.98254395,9.303436,0.5888672,23.55536632,87.29103262,0,70.504171911196,1501499392698
0.5847931,9.092361,0.25756836,23.55536632,87.29103262,0,70.504171911196,1501499392715
-0.5583954,9.808502,-0.97850037,23.55536632,87.29103262,0,70.504171911196,1501499392734
-0.26678467,9.790985,1.3827667,23.55536632,87.29103262,0,70.504171911196,1501499392753
-0.33065796,9.4075775,-0.16716003,23.55536632,87.29103262,0,70.504171911196,1501499392776
-0.18978882,9.128189,0.048095703,23.55536632,87.29103262,0,76.3905912950245,1501499392794
-0.2648468,9.422699,0.93992615,23.55536632,87.29103262,0,76.3905912950245,1501499392810
-0.3794403,9.529251,-0.47218323,23.55536632,87.29103262,0,76.3905912950245,1501499392830
-0.09329224,9.812546,-0.25297546,23.55536632,87.29103262,0,76.3905912950245,1501499392852
-0.88757324,9.365295,0.801651,23.55536632,87.29103262,0,76.3905912950245,1501499392887
0.4078369,8.845551,0.14981079,23.55536632,87.29103262,0,76.3905912950245,1501499392906
-0.67889404,9.777557,-0.25682068,23.55536632,87.29103262,0,76.3905912950245,1501499392923
-0.24090576,9.945251,0.63642883,23.55536632,87.29103262,0,76.3905912950245,1501499392942
-0.29753113,9.426331,-0.24316406,23.55536632,87.29103262,0,76.3905912950245,1501499392962
0.020950317,8.988998,0.6418152,23.55536632,87.29103262,0,76.3905912950245,1501499392985
-0.53497314,9.463242,1.3201904,23.55536632,87.29103262,0,76.3905912950245,1501499393008
-0.27539062,9.586792,-0.86190796,23.55536632,87.29103262,0,76.3905912950245,1501499393023
0.15501404,9.772995,-0.72787476,23.55536632,87.29103262,0,76.3905912950245,1501499393038
-0.88612366,9.327454,1.044632,23.55536632,87.29103262,0,76.3905912950245,1501499393053
0.5220337,9.011261,0.6691437,23.55536632,87.29103262,0,76.3905912950245,1501499393072
-0.4990387,9.803986,-0.9722595,23.55536632,87.29103262,0,76.3905912950245,1501499393091
-0.10095215,9.918793,0.68818665,23.55536655,87.29103182,0,76.3905912950245,1501499393109
-0.01852417,9.312561,0.123703,23.55536655,87.29103182,0,76.3905912950245,1501499393128
-0.24552917,8.934525,0.4310608,23.55536655,87.29103182,0,76.3905912950245,1501499393155
-0.16850281,9.332169,0.872818,23.55536655,87.29103182,0,76.3905912950245,1501499393173
-0.006011963,9.705368,-2.193756,23.55536655,87.29103182,0,76.3905912950245,1501499393205
0.022109985,9.907867,1.1820679,23.55536655,87.29103182,0,76.3905912950245,1501499393224
-0.58229065,9.309921,1.1945343,23.55536655,87.29103182,0,70.8504889631914,1501499393241
0.42422485,9.024765,-0.24276733,23.55536655,87.29103182,0,70.8504889631914,1501499393261
-0.3269806,9.759537,-0.23994446,23.55536655,87.29103182,0,70.8504889631914,1501499393280
-0.21037292,9.749207,0.6263733,23.55536655,87.29103182,0,70.8504889631914,1501499393302
0.079208374,9.343597,-0.32432556,23.55536655,87.29103182,0,70.8504889631914,1501499393321
-0.73420715,9.135361,0.26939392,23.55536655,87.29103182,0,70.8504889631914,1501499393337
0.32138062,9.2456665,0.50341797,23.55536655,87.29103182,0,70.8504889631914,1501499393356
-0.45477295,9.758209,-0.865448,23.55536655,87.29103182,0,70.8504889631914,1501499393374
-0.09938049,9.83139,1.1612549,23.55536655,87.29103182,0,70.8504889631914,1501499393390
-0.37501526,9.386078,0.34646606,23.55536655,87.29103182,0,70.8504889631914,1501499393409
-0.054397583,9.04071,-0.20477295,23.55536655,87.29103182,0,70.8504889631914,1501499393428
-0.19831848,9.503967,0.9764099,23.55536655,87.29103182,0,70.8504889631914,1501499393447
-0.45851135,9.711166,-0.24853516,23.55536655,87.29103182,0,70.8504889631914,1501499393466
0.031021118,9.567169,-0.68414307,23.55536655,87.29103182,0,70.8504889631914,1501499393491
-0.6468353,9.344421,0.6944275,23.55536655,87.29103182,0,70.8504889631914,1501499393522
