xaxis,yaxis,zaxis,latituse,longitude,speed,sound,timestamp
-0.6910095,10.0013275,0.43188477,23.55542319,87.29093823,1.36,70.7103051343902,1501499295725
-0.5392456,9.19841,1.8157654,23.55542319,87.29093823,1.36,70.7103051343902,1501499295747
-0.3691101,9.550888,-0.8226166,23.55542319,87.29093823,1.36,70.7103051343902,1501499295762
-1.0837402,9.354523,0.0013885498,23.55542319,87.29093823,1.36,70.7103051343902,1501499295780
0.04397583,9.727936,0.8759613,23.55542319,87.29093823,1.36,70.7103051343902,1501499295803
-1.1278076,9.506577,1.086441,23.55542319,87.29093823,1.36,70.7103051343902,1501499295821
0.13877869,9.558853,-1.3671112,23.55542319,87.29093823,1.36,74.8462067311567,1501499295841
-1.2837067,8.901016,1.5969238,23.55542319,87.29093823,1.36,74.8462067311567,1501499295860
0.120773315,9.964539,0.35949707,23.55542319,87.29093823,1.36,74.8462067311567,1501499295879
-1.114502,9.483475,0.6601105,23.55542319,87.29093823,1.36,74.8462067311567,1501499295896
-0.07839966,9.056427,-0.15678406,23.55542319,87.29093823,1.36,74.8462067311567,1501499295914
-0.74024963,9.246109,0.76579285,23.55542319,87.29093823,1.36,74.8462067311567,1501499295933
-0.16851807,10.000473,-0.28601074,23.55542319,87.29093823,1.36,74.8462067311567,1501499295958
-0.68600464,9.400665,1.605896,23.55542319,87.29093823,1.36,74.8462067311567,1501499295984
-0.22779846,9.171936,-0.41104126,23.55542319,87.29093823,1.36,74.8462067311567,1501499295994
-0.7497101,9.461426,0.24330139,23.55542319,87.29093823,1.36,74.8462067311567,1501499296030
-0.015533447,9.508316,0.060440063,23.55542319,87.29093823,1.36,74.8462067311567,1501499296048
-0.35430908,9.491165,1.5594482,23.55542319,87.29093823,1.36,74.8462067311567,1501499296064
-0.16427612,9.423523,-0.5226135,23.55542319,87.29093823,1.36,74.8462067311567,1501499296085
-0.5669098,9.153351,0.86416626,23.55542319,87.29093823,1.36,74.8462067311567,1501499296104
0.28755188,9.593002,0.069381714,23.55542319,87.29093823,1.36,74.8462067311567,1501499296134
-0.6718445,9.679428,1.234314,23.55542319,87.29093823,1.36,74.8462067311567,1501499296142
-0.31184387,9.275833,-0.7600708,23.55542319,87.29093823,1.36,74.8462067311567,1501499296160
-0.45184326,9.155579,1.0138702,23.55543333,87.29093336,0.31,74.8462067311567,1501499296177
0.048706055,9.333252,0.2985077,23.55543333,87.29093336,0.31,74.8462067311567,1501499296197
-0.6001892,9.890564,0.4953766,23.55543333,87.29093336,0.31,74.8462067311567,1501499296215
-0.3521576,9.27269,0.42378235,23.55543333,87.29093336,0.31,74.8462067311567,1501499296235
-0.37304688,9.260712,0.50167847,23.55543333,87.29093336,0.31,74.8462067311567,1501499296261
-0.119155884,9.4142,-0.1394043,23.55543333,87.29093336,0.31,74.8462067311567,1501499296281
-0.17080688,9.77626,1.0570068,23.55543333,87.29093336,0.31,74.8462067311567,1501499296300
-0.60032654,9.290543,0.44218445,23.55543333,87.29093336,0.31,74.8462067311567,1501499296308
0.28292847,9.276245,0.28608704,23.55543333,87.29093336,0.31,69.2662026869586,1501499296345
-0.3323822,9.223038,0.13659668,23.55543333,87.29093336,0.31,69.2662026869586,1501499296364
0.011734009,10.087524,0.76782227,23.55543333,87.29093336,0.31,69.2662026869586,1501499296386
-0.67726135,9.064331,1.0929565,23.55543333,87.29093336,0.31,69.2662026869586,1501499296422
0.3316803,9.301651,-0.30415344,23.55543333,87.29093336,0.31,69.2662026869586,1501499296423
-0.4044037,9.087784,0.6187897,23.55543333,87.29093336,0.31,69.2662026869586,1501499296448
0.19787598,10.224152,0.44996643,23.55543333,87.29093336,0.31,69.2662026869586,1501499296464
-0.9798889,8.999023,1.8660889,23.55543333,87.29093336,0.31,69.2662026869586,1501499296478
0.775177,9.350143,-1.169281,23.55543333,87.29093336,0.31,69.2662026869586,1501499296499
-1.1928406,9.042862,0.8741455,23.55543333,87.29093336,0.31,69.2662026869586,1501499296514
0.32269287,10.233795,0.12055969,23.55543333,87.29093336,0.31,69.2662026869586,1501499296535
-0.8883972,9.13768,1.2742157,23.55543333,87.29093336,0.31,69.2662026869586,1501499296556
0.43922424,9.239502,-0.6485748,23.55543333,87.29093336,0.31,69.2662026869586,1501499296573
-0.6559143,9.348053,0.5147095,23.55543333,87.29093336,0.31,69.2662026869586,1501499296591
0.1162262,9.944092,0.6122589,23.55543333,87.29093336,0.31,69.2662026869586,1501499296612
-0.8507843,9.229095,1.3484802,23.55543333,87.29093336,0.31,69.2662026869586,1501499296634
0.16415405,9.343262,-1.1550446,23.55543333,87.29093336,0.31,69.2662026869586,1501499296668
-0.8234253,9.263702,1.1737213,23.55543333,87.29093336,0.31,69.2662026869586,1501499296685
0.3067932,9.818298,0.14424133,23.55543333,87.29093336,0.31,69.2662026869586,1501499296710
-0.63319397,9.509689,1.3002167,23.55543333,87.29093336,0.31,69.2662026869586,1501499296734
0.042907715,9.215408,-0.38079834,23.55543333,87.29093336,0.31,69.2662026869586,1501499296744
-0.8144531,9.320923,0.9487152,23.55543333,87.29093336,0.31,69.2662026869586,1501499296759
0.0076904297,9.8328705,-0.16448975,23.55543333,87.29093336,0.31,69.2662026869586,1501499296776
-0.46209717,9.518295,1.1876373,23.55543333,87.29093336,0.31,69.6837801464941,1501499296797
-0.4758911,9.180252,-0.11091614,23.55543333,87.29093336,0.31,69.6837801464941,1501499296815
-0.31715393,9.249329,0.7565613,23.55543333,87.29093336,0.31,69.6837801464941,1501499296835
-0.29475403,9.514862,-0.019577026,23.55543333,87.29093336,0.31,69.6837801464941,1501499296854
-0.3773346,9.839035,1.215744,23.55543333,87.29093336,0.31,69.6837801464941,1501499296875
-0.59895325,9.293381,-0.059036255,23.55543333,87.29093336,0.31,69.6837801464941,1501499296895
0.013793945,9.130722,0.69625854,23.55543333,87.29093336,0.31,69.6837801464941,1501499296912
